source{text{created_at{retweet_count{favorite_count{is_retweet{id_str
"Twitter for iPhone{Don't give up Republican Senators, the World is watching: Repeal &amp; Replace...and go to 51 votes (nuke option), get Cross State Lines &amp; more.{07-30-2017 11:37:39{24950{105794{false{891623821702295552"
"Twitter for iPhone{...they do NOTHING for us with North Korea, just talk. We will no longer allow this to continue. China could easily solve this problem!{07-29-2017 23:35:13{24198{98631{false{891442016294494209"
"Twitter for iPhone{I am very disappointed in China. Our foolish past leaders have allowed them to make hundreds of billions of dollars a year in trade, yet...{07-29-2017 23:29:05{26618{100835{false{891440474132795392"
"Twitter for iPhone{I love reading about all of the ""geniuses"" who were so instrumental in my election success. Problem is, most don't exist. #Fake News! MAGA{07-29-2017 23:15:57{18392{84958{false{891437168798965761"
"Twitter for iPhone{Unless the Republican Senators are total quitters, Repeal &amp; Replace is not dead! Demand another vote before voting on any other bill!{07-29-2017 20:36:52{22030{91724{false{891397134662193152"
Twitter for iPhone{U.S. Stock Market up almost 20% since Election!{07-29-2017 17:04:20{22469{106316{false{891343645529567232
"Twitter for iPhone{If a new HealthCare Bill is not approved quickly, BAILOUTS for Insurance Companies and BAILOUTS for Members of Congress will end very soon!{07-29-2017 16:27:39{28946{105977{false{891334415347060736"
"Twitter for iPhone{After seven years of ""talking"" Repeal &amp; Replace, the people of our great country are still being forced to live with imploding ObamaCare!{07-29-2017 16:19:12{19285{79808{false{891332290474848257"
"Twitter for iPhone{If the Senate Democrats ever got the chance, they would switch to a 51 majority vote in first minute. They are laughing at R's. MAKE CHANGE!{07-29-2017 11:47:13{18913{75304{false{891263843908947969"
"Twitter for iPhone{....8 Dems totally control the U.S. Senate. Many great Republican bills will never pass, like Kate's Law and complete Healthcare. Get smart!{07-29-2017 11:39:25{17941{69941{false{891261878005092353"
Twitter for iPhone{Republicans in the Senate will NEVER win if they don't go to a 51 vote majority NOW. They look like fools and are just wasting time......{07-29-2017 11:32:52{18007{72735{false{891260230876659713
"Twitter for iPhone{The very outdated filibuster rule must go. Budget reconciliation is killing R's in Senate. Mitch M, go to 51 Votes NOW and WIN. IT'S TIME!{07-29-2017 11:28:57{17651{71394{false{891259245106278400"
"Twitter for iPhone{Republican Senate must get rid of 60 vote NOW! It is killing the R Party, allows 8 Dems to control country. 200 Bills sit in Senate. A JOKE!{07-29-2017 11:20:29{18407{69238{false{891257113565163520"
"Twitter for iPhone{In other words, Russia was against Trump in the 2016 Election - and why not, I want strong military &amp; low oil prices. Witch Hunt! https://t.co/mMSxj4Su5z{07-29-2017 11:07:18{18950{64352{false{891253798500487168"
"Media Studio{We will defend our country, protect our communities and put the safety of the AMERICAN PEOPLE FIRST! Replay: https://t.co/dcZxPKOPZ9 https://t.co/0NGiIhGY18{07-29-2017 00:06:26{14969{62306{false{891087485111087104"
Twitter for iPhone{I would like to thank Reince Priebus for his service and dedication to his country. We accomplished a lot together and I am proud of him!{07-28-2017 21:00:19{15780{80392{false{891040645581873152
Twitter for iPhone{...and a Great Leader. John has also done a spectacular job at Homeland Security. He has been a true star of my Administration{07-28-2017 20:54:43{14459{68141{false{891039237319143424
